f01_nov_ach_xxx_v01.wav	0	nov	2.3
f01_nov_ach_xxx_v02.wav	0	nov	1.2
f01_nov_ach_xxx_v06.wav	0	nov	1.9
f01_nov_ach_xxx_v08.wav	0	nov	1.5
f01_nov_ach_xxx_v09.wav	0	nov	1.5556
f01_nov_ang_xxx_v01.wav	1	nov	5
f01_nov_ang_xxx_v02.wav	1	nov	4.6
f01_nov_ang_xxx_v03.wav	1	nov	9
f01_nov_ang_xxx_v04.wav	1	nov	2.2
f01_nov_ang_xxx_v05.wav	1	nov	2.4
f01_nov_dis_xxx_v02.wav	6	nov	7.1
f01_nov_dis_xxx_v04.wav	6	nov	5.9
f01_nov_dis_xxx_v07.wav	6	nov	6.3333
f01_nov_dis_xxx_v08.wav	6	nov	6.6
f01_nov_dis_xxx_v09.wav	6	nov	6.3
f01_nov_fea_xxx_v03.wav	5	nov	5.6
f01_nov_fea_xxx_v06.wav	5	nov	5.6
f01_nov_fea_xxx_v09.wav	5	nov	6.4444
f01_nov_fea_xxx_v10.wav	5	nov	5.6
f01_nov_fea_xxx_v12.wav	5	nov	5.5556
f01_nov_hap_xxx_v05.wav	2	nov	2.6
f01_nov_hap_xxx_v06.wav	2	nov	2.4
f01_nov_hap_xxx_v10.wav	2	nov	2
f01_nov_hap_xxx_v11.wav	2	nov	2.4
f01_nov_hap_xxx_v14.wav	2	nov	2
f01_nov_neu_xxx_v01.wav	8	nov	8.1
f01_nov_neu_xxx_v02.wav	8	nov	6.7778
f01_nov_neu_xxx_v03.wav	8	nov	7.7
f01_nov_neu_xxx_v04.wav	8	nov	7.6
f01_nov_neu_xxx_v05.wav	8	nov	6.9
f01_nov_pai_xxx_v05.wav	9	nov	6.7
f01_nov_pai_xxx_v07.wav	9	nov	7
f01_nov_pai_xxx_v10.wav	9	nov	7.9
f01_nov_pai_xxx_v11.wav	9	nov	7.2
f01_nov_pai_xxx_v13.wav	9	nov	8.4
f01_nov_ple_xxx_v01.wav	4	nov	4
f01_nov_ple_xxx_v03.wav	4	nov	3.8889
f01_nov_ple_xxx_v05.wav	4	nov	4
f01_nov_ple_xxx_v09.wav	4	nov	4
f01_nov_ple_xxx_v10.wav	4	nov	4.5556
f01_nov_sad_xxx_v04.wav	3	nov	3
f01_nov_sad_xxx_v07.wav	3	nov	3.5
f01_nov_sad_xxx_v08.wav	3	nov	3
f01_nov_sad_xxx_v10.wav	3	nov	3
f01_nov_sad_xxx_v11.wav	3	nov	3
f01_nov_sur_xxx_v02.wav	7	nov	6.6
f01_nov_sur_xxx_v03.wav	7	nov	7.1
f01_nov_sur_xxx_v10.wav	7	nov	6.7778
f01_nov_sur_xxx_v13.wav	7	nov	7
f01_nov_sur_xxx_v14.wav	7	nov	6.5
f01_veb_ach_w01_v07.wav	0	veb	3.1111
f01_veb_ach_w01_v10.wav	0	veb	3.1
f01_veb_ach_w02_v02.wav	0	veb	3.7
f01_veb_ach_w02_v03.wav	0	veb	3.8
f01_veb_ach_w03_v06.wav	0	veb	2.6667
f01_veb_ach_w03_v08.wav	0	veb	1.6
f01_veb_ach_w04_v03.wav	0	veb	1.3
f01_veb_ach_w04_v04.wav	0	veb	1.2
f01_veb_ach_w05_v03.wav	0	veb	3.8889
f01_veb_ach_w05_v04.wav	0	veb	3.5
f01_veb_ach_w06_v01.wav	0	veb	1.8
f01_veb_ach_w06_v02.wav	0	veb	5
f01_veb_ach_w07_v02.wav	0	veb	4
f01_veb_ach_w07_v03.wav	0	veb	2.2
f01_veb_ach_w08_v03.wav	0	veb	1.1
f01_veb_ach_w08_v04.wav	0	veb	1.7
f01_veb_ang_w01_v01.wav	1	veb	1.8889
f01_veb_ang_w01_v02.wav	1	veb	1
f01_veb_ang_w02_v01.wav	1	veb	1.7
f01_veb_ang_w02_v03.wav	1	veb	1.4
